        A,         B,    NUM_LANES,    CAPACITY,    DISTANCE,    POSTSPD,    FTC2
     26955,       215,         1,     10000,      0.38,     12.50,         0
     28074,       400,         1,     10000,      0.10,     12.50,         0
     28489,       424,         1,     10000,      0.45,     12.50,         0
     28489,       428,         1,     10000,      0.41,     12.50,         0
     28500,       426,         1,     10000,      1.16,     12.50,         0
     28507,       528,         1,     10000,      0.74,     12.50,         0
     28524,       426,         1,     10000,      0.27,     12.50,         0
     28530,       426,         1,     10000,      0.52,     12.50,         0
     28541,       427,         1,     10000,      0.18,     12.50,         0
     28558,       390,         1,     10000,      1.26,     12.50,         0
     28562,       524,         1,     10000,      0.76,     12.50,         0
     28574,       390,         1,     10000,      0.20,     12.50,         0
     28578,       389,         1,     10000,      0.15,     12.50,         0
     28578,       390,         1,     10000,      0.31,     12.50,         0
     28591,       388,         1,     10000,      0.22,     12.50,         0
     28598,       347,         1,     10000,      0.71,     12.50,         0
     28613,       347,         1,     10000,      0.48,     12.50,         0
     28624,       346,         1,     10000,      0.36,     12.50,         0
     28628,       348,         1,     10000,      0.54,     12.50,         0
     28641,       301,         1,     10000,      0.20,     12.50,         0
     28699,       612,         1,     10000,      1.09,     12.50,         0
     28779,       441,         1,     10000,      0.85,     12.50,         0
     28790,       458,         1,     10000,      0.41,     12.50,         0
     28814,       447,         1,     10000,      0.49,     12.50,         0
     28835,       483,         1,     10000,      0.20,     12.50,         0
     28871,       456,         1,     10000,      0.52,     12.50,         0
     28871,       460,         1,     10000,      0.27,     12.50,         0
     28945,       443,         1,     10000,      1.18,     12.50,         0
     28993,       330,         1,     10000,      0.54,     12.50,         0
     29043,       330,         1,     10000,      0.64,     12.50,         0
     29047,       334,         1,     10000,      0.24,     12.50,         0
     29051,       303,         1,     10000,      1.03,     12.50,         0
     29051,       327,         1,     10000,      0.81,     12.50,         0
     29054,       306,         1,     10000,      1.02,     12.50,         0
     29054,       328,         1,     10000,      0.69,     12.50,         0
     29059,       306,         1,     10000,      0.34,     12.50,         0
     29060,       303,         1,     10000,      0.25,     12.50,         0
     29080,       302,         1,     10000,      0.24,     12.50,         0
     29082,       302,         1,     10000,      0.21,     12.50,         0
     29083,       305,         1,     10000,      0.52,     12.50,         0
     29086,       308,         1,     10000,      1.97,     12.50,         0
     29092,       366,         1,     10000,      0.04,     12.50,         0
     29095,       309,         1,     10000,      1.43,     12.50,         0
     29100,       313,         1,     10000,      0.93,     12.50,         0
     29101,       310,         1,     10000,      0.30,     12.50,         0
     29110,       312,         1,     10000,      0.49,     12.50,         0
     29110,       317,         1,     10000,      0.52,     12.50,         0
     29112,       317,         1,     10000,      0.49,     12.50,         0
     29116,       317,         1,     10000,      0.52,     12.50,         0
     29116,       318,         1,     10000,      0.26,     12.50,         0
     29120,       318,         1,     10000,      0.25,     12.50,         0
     29120,       319,         1,     10000,      0.25,     12.50,         0
     29123,       319,         1,     10000,      0.25,     12.50,         0
     29123,       320,         1,     10000,      0.25,     12.50,         0
     29126,       320,         1,     10000,      0.25,     12.50,         0
     29126,       321,         1,     10000,      0.25,     12.50,         0
     29129,       321,         1,     10000,      0.50,     12.50,         0
     29134,       321,         1,     10000,      0.25,     12.50,         0
     29134,       332,         1,     10000,      0.25,     12.50,         0
     29136,       332,         1,     10000,      0.49,     12.50,         0
     29137,       379,         1,     10000,      0.30,     12.50,         0
     29140,       332,         1,     10000,      0.25,     12.50,         0
     29140,       333,         1,     10000,      0.25,     12.50,         0
     29141,       333,         1,     10000,      0.50,     12.50,         0
     29142,       331,         1,     10000,      0.76,     12.50,         0
     29144,       333,         1,     10000,      0.25,     12.50,         0
     29144,       334,         1,     10000,      0.27,     12.50,         0
     29154,       328,         1,     10000,      0.56,     12.50,         0
     29154,       329,         1,     10000,      0.32,     12.50,         0
     29158,       307,         1,     10000,      0.22,     12.50,         0
     29158,       329,         1,     10000,      0.43,     12.50,         0
     29160,       307,         1,     10000,      0.35,     12.50,         0
     29161,       306,         1,     10000,      0.89,     12.50,         0
     29172,       324,         1,     10000,      0.65,     12.50,         0
     29172,       325,         1,     10000,      0.19,     12.50,         0
     29185,       324,         1,     10000,      1.14,     12.50,         0
     29193,       308,         1,     10000,      1.75,     12.50,         0
     29193,       438,         1,     10000,      3.79,     12.50,         0
     29213,       312,         1,     10000,      0.51,     12.50,         0
     29213,       313,         1,     10000,      1.20,     12.50,         0
     29245,       316,         1,     10000,      1.80,     12.50,         0
     29290,       326,         1,     10000,      0.35,     12.50,         0
     29290,       352,         1,     10000,      0.94,     12.50,         0
     29292,       325,         1,     10000,      1.27,     12.50,         0
     29292,       326,         1,     10000,      0.48,     12.50,         0
     29306,       325,         1,     10000,      1.20,     12.50,         0
     29306,       353,         1,     10000,      1.54,     12.50,         0
     29336,       345,         1,     10000,      1.16,     12.50,         0
     29339,       322,         1,     10000,      1.21,     12.50,         0
     29343,       614,         1,     10000,      2.04,     12.50,         0
     29344,       613,         1,     10000,      1.94,     12.50,         0
     29350,       311,         1,     10000,      0.58,     12.50,         0
     29351,       314,         1,     10000,      0.51,     12.50,         0
     29358,       342,         1,     10000,      0.22,     12.50,         0
     29359,       342,         1,     10000,      0.33,     12.50,         0
     29361,       343,         1,     10000,      0.31,     12.50,         0
     29364,       344,         1,     10000,      0.47,     12.50,         0
     29366,       344,         1,     10000,      0.50,     12.50,         0
     29368,       335,         1,     10000,      1.87,     12.50,         0
     29369,       338,         1,     10000,      0.24,     12.50,         0
     29372,       338,         1,     10000,      0.26,     12.50,         0
     29372,       339,         1,     10000,      0.25,     12.50,         0
     29373,       335,         1,     10000,      0.37,     12.50,         0
     29374,       339,         1,     10000,      0.25,     12.50,         0
     29374,       340,         1,     10000,      0.25,     12.50,         0
     29376,       335,         1,     10000,      0.32,     12.50,         0
     29380,       341,         1,     10000,      0.16,     12.50,         0
     29383,       369,         1,     10000,      0.32,     12.50,         0
     29385,       341,         1,     10000,      0.42,     12.50,         0
     29390,       369,         1,     10000,      0.38,     12.50,         0
     29391,       368,         1,     10000,      0.39,     12.50,         0
     29398,       367,         1,     10000,      0.26,     12.50,         0
     29398,       368,         1,     10000,      0.28,     12.50,         0
     29403,       363,         1,     10000,      0.80,     12.50,         0
     29412,       352,         1,     10000,      0.43,     12.50,         0
     29413,       359,         1,     10000,      0.25,     12.50,         0
     29444,       345,         1,     10000,      0.89,     12.50,         0
     29444,       353,         1,     10000,      1.72,     12.50,         0
     29456,       378,         1,     10000,      0.67,     12.50,         0
     29458,       309,         1,     10000,      1.83,     12.50,         0
     29468,       375,         1,     10000,      0.43,     12.50,         0
     29481,       373,         1,     10000,      0.74,     12.50,         0
     29485,       343,         1,     10000,      1.00,     12.50,         0
     29494,       336,         1,     10000,      0.36,     12.50,         0
     29503,       337,         1,     10000,      0.50,     12.50,         0
     29523,       364,         1,     10000,      0.29,     12.50,         0
     29526,       363,         1,     10000,      0.49,     12.50,         0
     29544,       352,         1,     10000,      1.08,     12.50,         0
     29544,       355,         1,     10000,      0.36,     12.50,         0
     29546,       353,         1,     10000,      0.38,     12.50,         0
     29555,       353,         1,     10000,      0.67,     12.50,         0
     29555,       354,         1,     10000,      0.39,     12.50,         0
     29562,       349,         1,     10000,      0.45,     12.50,         0
     29568,       378,         1,     10000,      0.58,     12.50,         0
     29574,       378,         1,     10000,      0.61,     12.50,         0
     29580,       376,         1,     10000,      0.50,     12.50,         0
     29581,       375,         1,     10000,      0.50,     12.50,         0
     29581,       376,         1,     10000,      0.35,     12.50,         0
     29583,       377,         1,     10000,      0.40,     12.50,         0
     29586,       375,         1,     10000,      0.48,     12.50,         0
     29598,       373,         1,     10000,      0.48,     12.50,         0
     29598,       374,         1,     10000,      0.17,     12.50,         0
     29604,       373,         1,     10000,      1.06,     12.50,         0
     29605,       372,         1,     10000,      0.70,     12.50,         0
     29605,       374,         1,     10000,      0.98,     12.50,         0
     29626,       337,         1,     10000,      0.53,     12.50,         0
     29626,       364,         1,     10000,      0.98,     12.50,         0
     29629,       370,         1,     10000,      1.05,     12.50,         0
     29629,       371,         1,     10000,      0.63,     12.50,         0
     29638,       364,         1,     10000,      0.73,     12.50,         0
     29638,       370,         1,     10000,      0.44,     12.50,         0
     29645,       364,         1,     10000,      1.12,     12.50,         0
     29652,       355,         1,     10000,      0.56,     12.50,         0
     29652,       357,         1,     10000,      0.22,     12.50,         0
     29654,       356,         1,     10000,      0.21,     12.50,         0
     29655,       360,         1,     10000,      0.45,     12.50,         0
     29666,       355,         1,     10000,      0.27,     12.50,         0
     29673,       354,         1,     10000,      0.79,     12.50,         0
     29673,       355,         1,     10000,      0.49,     12.50,         0
     29683,       354,         1,     10000,      0.31,     12.50,         0
     29683,       358,         1,     10000,      0.85,     12.50,         0
     29690,       354,         1,     10000,      0.72,     12.50,         0
     29700,       377,         1,     10000,      1.07,     12.50,         0
     29708,       446,         1,     10000,      0.26,     12.50,         0
     29710,       379,         1,     10000,      0.42,     12.50,         0
     29721,       374,         1,     10000,      1.04,     12.50,         0
     29721,       380,         1,     10000,      0.73,     12.50,         0
     29736,       372,         1,     10000,      0.96,     12.50,         0
     29736,       382,         1,     10000,      1.52,     12.50,         0
     29748,       371,         1,     10000,      0.56,     12.50,         0
     29748,       403,         1,     10000,      0.88,     12.50,         0
     29760,       370,         1,     10000,      0.55,     12.50,         0
     29760,       392,         1,     10000,      0.25,     12.50,         0
     29776,       360,         1,     10000,      0.64,     12.50,         0
     29778,       361,         1,     10000,      0.36,     12.50,         0
     29784,       358,         1,     10000,      0.48,     12.50,         0
     29785,       360,         1,     10000,      0.80,     12.50,         0
     29792,       350,         1,     10000,      0.31,     12.50,         0
     29793,       358,         1,     10000,      0.55,     12.50,         0
     29796,       310,         1,     10000,      1.90,     12.50,         0
     29796,       316,         1,     10000,      1.51,     12.50,         0
     29801,       327,         1,     10000,      0.44,     12.50,         0
     29801,       328,         1,     10000,      0.48,     12.50,         0
     29819,       380,         1,     10000,      0.96,     12.50,         0
     29844,       403,         1,     10000,      0.80,     12.50,         0
     29853,       392,         1,     10000,      0.25,     12.50,         0
     29861,       392,         1,     10000,      1.02,     12.50,         0
     29861,       395,         1,     10000,      0.05,     12.50,         0
     29872,       361,         1,     10000,      0.38,     12.50,         0
     29872,       362,         1,     10000,      0.53,     12.50,         0
     29880,       361,         1,     10000,      0.45,     12.50,         0
     29883,       358,         1,     10000,      1.15,     12.50,         0
     29885,       351,         1,     10000,      0.32,     12.50,         0
     29892,       322,         1,     10000,      0.50,     12.50,         0
     29904,       439,         1,     10000,      0.38,     12.50,         0
     29905,       439,         1,     10000,      0.34,     12.50,         0
     29905,       536,         1,     10000,      0.49,     12.50,         0
     29909,       439,         1,     10000,      0.24,     12.50,         0
     29928,       380,         1,     10000,      1.13,     12.50,         0
     29928,       381,         1,     10000,      0.33,     12.50,         0
     29930,       381,         1,     10000,      0.27,     12.50,         0
     29935,       382,         1,     10000,      0.74,     12.50,         0
     29939,       381,         1,     10000,      0.28,     12.50,         0
     29945,       383,         1,     10000,      0.86,     12.50,         0
     29947,       322,         1,     10000,      0.57,     12.50,         0
     29947,       325,         1,     10000,      1.45,     12.50,         0
     29948,       382,         1,     10000,      0.24,     12.50,         0
     29957,       323,         1,     10000,      0.23,     12.50,         0
     29978,       396,         1,     10000,      0.87,     12.50,         0
     29982,       393,         1,     10000,      1.02,     12.50,         0
     29993,       393,         1,     10000,      0.51,     12.50,         0
     29993,       396,         1,     10000,      0.40,     12.50,         0
     30011,       393,         1,     10000,      1.02,     12.50,         0
     30011,       400,         1,     10000,      0.08,     12.50,         0
     30048,       384,         1,     10000,      0.72,     12.50,         0
     30048,       387,         1,     10000,      0.35,     12.50,         0
     30049,       351,         1,     10000,      0.72,     12.50,         0
     30050,       387,         1,     10000,      0.41,     12.50,         0
     30056,       445,         1,     10000,      0.53,     12.50,         0
     30069,       444,         1,     10000,      2.03,     12.50,         0
     30074,       535,         1,     10000,      0.57,     12.50,         0
     30074,       536,         1,     10000,      0.49,     12.50,         0
     30075,       536,         1,     10000,      0.26,     12.50,         0
     30099,       521,         1,     10000,      0.58,     12.50,         0
     30107,       371,         1,     10000,      0.89,     12.50,         0
     30107,       372,         1,     10000,      0.92,     12.50,         0
     30128,       394,         1,     10000,      0.06,     12.50,         0
     30128,       396,         1,     10000,      1.16,     12.50,         0
     30145,       502,         1,     10000,      0.75,     12.50,         0
     30185,       340,         1,     10000,      0.63,     12.50,         0
     30202,       365,         1,     10000,      0.04,     12.50,         0
     30231,       491,         1,     10000,      0.10,     12.50,         0
     30244,       456,         1,     10000,      0.25,     12.50,         0
     30554,       478,         1,     10000,      0.97,     12.50,         0
     30673,       534,         1,     10000,      0.50,     12.50,         0
     30764,       537,         1,     10000,      0.71,     12.50,         0
     30783,       501,         1,     10000,      0.81,     12.50,         0
     30813,       401,         1,     10000,      0.57,     12.50,         0
     30820,       383,         1,     10000,      0.63,     12.50,         0
     30823,       493,         1,     10000,      1.89,     12.50,         0
     30855,       495,         1,     10000,      1.97,     12.50,         0
     30855,       497,         1,     10000,      1.28,     12.50,         0
     30869,       496,         1,     10000,      1.22,     12.50,         0
     30920,       436,         1,     10000,      1.41,     12.50,         0
     30920,       437,         1,     10000,      0.55,     12.50,         0
     31019,       383,         1,     10000,      0.65,     12.50,         0
     31019,       404,         1,     10000,      0.77,     12.50,         0
     31036,       397,         1,     10000,      0.31,     12.50,         0
     31036,       404,         1,     10000,      0.79,     12.50,         0
     31038,       397,         1,     10000,      0.68,     12.50,         0
     31044,       398,         1,     10000,      0.68,     12.50,         0
     31048,       393,         1,     10000,      0.51,     12.50,         0
     31051,       399,         1,     10000,      0.61,     12.50,         0
     31060,       401,         1,     10000,      0.71,     12.50,         0
     31072,       386,         1,     10000,      0.73,     12.50,         0
     31078,       384,         1,     10000,      0.49,     12.50,         0
     31094,       438,         1,     10000,      4.90,     12.50,         0
     31096,       436,         1,     10000,      2.87,     12.50,         0
     31096,       438,         1,     10000,      4.78,     12.50,         0
     31105,       444,         1,     10000,      1.64,     12.50,         0
     31105,       449,         1,     10000,      1.01,     12.50,         0
     31111,       448,         1,     10000,      0.44,     12.50,         0
     31116,       535,         1,     10000,      0.60,     12.50,         0
     31116,       539,         1,     10000,      0.42,     12.50,         0
     31117,       448,         1,     10000,      0.26,     12.50,         0
     31118,       535,         1,     10000,      0.26,     12.50,         0
     31131,       440,         1,     10000,      0.96,     12.50,         0
     31159,       406,         1,     10000,      0.10,     12.50,         0
     31159,       407,         1,     10000,      0.40,     12.50,         0
     31170,       414,         1,     10000,      0.10,     12.50,         0
     31171,       397,         1,     10000,      0.27,     12.50,         0
     31171,       398,         1,     10000,      0.26,     12.50,         0
     31178,       412,         1,     10000,      0.89,     12.50,         0
     31180,       413,         1,     10000,      0.09,     12.50,         0
     31181,       398,         1,     10000,      0.26,     12.50,         0
     31181,       399,         1,     10000,      0.25,     12.50,         0
     31192,       399,         1,     10000,      0.28,     12.50,         0
     31192,       401,         1,     10000,      0.29,     12.50,         0
     31202,       401,         1,     10000,      0.24,     12.50,         0
     31202,       402,         1,     10000,      0.30,     12.50,         0
     31216,       385,         1,     10000,      0.32,     12.50,         0
     31216,       386,         1,     10000,      0.34,     12.50,         0
     31226,       385,         1,     10000,      0.29,     12.50,         0
     31226,       391,         1,     10000,      0.30,     12.50,         0
     31236,       449,         1,     10000,      0.98,     12.50,         0
     31236,       450,         1,     10000,      0.52,     12.50,         0
     31246,       448,         1,     10000,      0.50,     12.50,         0
     31248,       449,         1,     10000,      1.01,     12.50,         0
     31249,       447,         1,     10000,      0.59,     12.50,         0
     31252,       447,         1,     10000,      0.52,     12.50,         0
     31252,       448,         1,     10000,      0.45,     12.50,         0
     31253,       538,         1,     10000,      0.36,     12.50,         0
     31253,       539,         1,     10000,      0.42,     12.50,         0
     31254,       539,         1,     10000,      0.26,     12.50,         0
     31255,       537,         1,     10000,      0.34,     12.50,         0
     31258,       538,         1,     10000,      0.23,     12.50,         0
     31279,       405,         1,     10000,      0.37,     12.50,         0
     31285,       407,         1,     10000,      0.25,     12.50,         0
     31288,       405,         1,     10000,      0.23,     12.50,         0
     31296,       407,         1,     10000,      0.44,     12.50,         0
     31298,       412,         1,     10000,      0.67,     12.50,         0
     31315,       411,         1,     10000,      0.30,     12.50,         0
     31316,       412,         1,     10000,      0.46,     12.50,         0
     31335,       410,         1,     10000,      0.34,     12.50,         0
     31335,       411,         1,     10000,      0.30,     12.50,         0
     31355,       409,         1,     10000,      0.07,     12.50,         0
     31371,       415,         1,     10000,      0.36,     12.50,         0
     31371,       417,         1,     10000,      0.19,     12.50,         0
     31379,       423,         1,     10000,      0.16,     12.50,         0
     31404,       537,         1,     10000,      1.07,     12.50,         0
     31430,       408,         1,     10000,      0.26,     12.50,         0
     31463,       410,         1,     10000,      0.99,     12.50,         0
     31469,       451,         1,     10000,      0.48,     12.50,         0
     31511,       418,         1,     10000,      0.11,     12.50,         0
     31520,       419,         1,     10000,      0.15,     12.50,         0
     31544,       416,         1,     10000,      0.03,     12.50,         0
     31545,       416,         1,     10000,      0.06,     12.50,         0
     31548,       425,         1,     10000,      1.28,     12.50,         0
     31566,       466,         1,     10000,      1.05,     12.50,         0
     31566,       467,         1,     10000,      0.56,     12.50,         0
     31575,       544,         1,     10000,      0.46,     12.50,         0
     31576,       466,         1,     10000,      1.03,     12.50,         0
     31579,       461,         1,     10000,      0.25,     12.50,         0
     31579,       544,         1,     10000,      0.38,     12.50,         0
     31584,       460,         1,     10000,      0.45,     12.50,         0
     31594,       457,         1,     10000,      0.26,     12.50,         0
     31608,       458,         1,     10000,      0.91,     12.50,         0
     31613,       455,         1,     10000,      0.27,     12.50,         0
     31613,       458,         1,     10000,      1.21,     12.50,         0
     31621,       454,         1,     10000,      0.27,     12.50,         0
     31622,       455,         1,     10000,      0.25,     12.50,         0
     31635,       452,         1,     10000,      0.70,     12.50,         0
     31635,       454,         1,     10000,      0.77,     12.50,         0
     31646,       452,         1,     10000,      0.34,     12.50,         0
     31646,       453,         1,     10000,      0.28,     12.50,         0
     31652,       451,         1,     10000,      0.22,     12.50,         0
     31652,       453,         1,     10000,      0.26,     12.50,         0
     31662,       451,         1,     10000,      0.21,     12.50,         0
     31700,       419,         1,     10000,      0.36,     12.50,         0
     31708,       420,         1,     10000,      0.37,     12.50,         0
     31731,       419,         1,     10000,      0.15,     12.50,         0
     31751,       420,         1,     10000,      0.23,     12.50,         0
     31802,       419,         1,     10000,      0.28,     12.50,         0
     31802,       428,         1,     10000,      1.72,     12.50,         0
     31809,       429,         1,     10000,      0.05,     12.50,         0
     31818,       436,         1,     10000,      1.62,     12.50,         0
     31819,       463,         1,     10000,      2.54,     12.50,         0
     31821,       437,         1,     10000,      0.58,     12.50,         0
     31824,       464,         1,     10000,      1.06,     12.50,         0
     31831,       467,         1,     10000,      0.82,     12.50,         0
     31831,       471,         1,     10000,      1.06,     12.50,         0
     31838,       466,         1,     10000,      0.69,     12.50,         0
     31838,       472,         1,     10000,      0.95,     12.50,         0
     31841,       461,         1,     10000,      0.53,     12.50,         0
     31845,       474,         1,     10000,      0.49,     12.50,         0
     31855,       459,         1,     10000,      0.77,     12.50,         0
     31856,       457,         1,     10000,      0.27,     12.50,         0
     31866,       457,         1,     10000,      1.76,     12.50,         0
     31869,       455,         1,     10000,      0.74,     12.50,         0
     31876,       454,         1,     10000,      0.72,     12.50,         0
     31876,       481,         1,     10000,      1.06,     12.50,         0
     31895,       452,         1,     10000,      0.62,     12.50,         0
     31906,       453,         1,     10000,      0.59,     12.50,         0
     31912,       478,         1,     10000,      0.80,     12.50,         0
     31914,       451,         1,     10000,      0.72,     12.50,         0
     31915,       480,         1,     10000,      0.39,     12.50,         0
     31974,       421,         1,     10000,      0.18,     12.50,         0
     31975,       422,         1,     10000,      0.33,     12.50,         0
     31995,       420,         1,     10000,      0.21,     12.50,         0
     32017,       421,         1,     10000,      0.33,     12.50,         0
     32019,       421,         1,     10000,      0.34,     12.50,         0
     32022,       431,         1,     10000,      0.18,     12.50,         0
     32026,       430,         1,     10000,      0.04,     12.50,         0
     32027,       430,         1,     10000,      0.03,     12.50,         0
     32043,       464,         1,     10000,      0.97,     12.50,         0
     32064,       471,         1,     10000,      0.54,     12.50,         0
     32064,       472,         1,     10000,      1.08,     12.50,         0
     32073,       474,         1,     10000,      0.49,     12.50,         0
     32075,       472,         1,     10000,      0.92,     12.50,         0
     32082,       473,         1,     10000,      0.51,     12.50,         0
     32082,       474,         1,     10000,      0.49,     12.50,         0
     32095,       459,         1,     10000,      0.37,     12.50,         0
     32096,       477,         1,     10000,      0.48,     12.50,         0
     32120,       459,         1,     10000,      1.83,     12.50,         0
     32148,       478,         1,     10000,      1.07,     12.50,         0
     32149,       481,         1,     10000,      0.80,     12.50,         0
     32183,       422,         1,     10000,      0.19,     12.50,         0
     32194,       463,         1,     10000,      0.79,     12.50,         0
     32199,       464,         1,     10000,      1.09,     12.50,         0
     32199,       465,         1,     10000,      1.46,     12.50,         0
     32221,       473,         1,     10000,      0.51,     12.50,         0
     32229,       470,         1,     10000,      0.66,     12.50,         0
     32229,       473,         1,     10000,      0.50,     12.50,         0
     32232,       485,         1,     10000,      0.54,     12.50,         0
     32239,       477,         1,     10000,      0.51,     12.50,         0
     32239,       486,         1,     10000,      0.92,     12.50,         0
     32262,       481,         1,     10000,      0.73,     12.50,         0
     32264,       477,         1,     10000,      1.80,     12.50,         0
     32273,       481,         1,     10000,      1.03,     12.50,         0
     32273,       482,         1,     10000,      0.22,     12.50,         0
     32286,       481,         1,     10000,      0.94,     12.50,         0
     32291,       490,         1,     10000,      1.13,     12.50,         0
     32316,       479,         1,     10000,      0.25,     12.50,         0
     32323,       432,         1,     10000,      0.17,     12.50,         0
     32323,       479,         1,     10000,      0.27,     12.50,         0
     32324,       422,         1,     10000,      0.15,     12.50,         0
     32331,       435,         1,     10000,      1.96,     12.50,         0
     32340,       462,         1,     10000,      0.88,     12.50,         0
     32340,       463,         1,     10000,      3.31,     12.50,         0
     32360,       465,         1,     10000,      1.18,     12.50,         0
     32365,       469,         1,     10000,      0.67,     12.50,         0
     32378,       470,         1,     10000,      0.45,     12.50,         0
     32379,       469,         1,     10000,      1.33,     12.50,         0
     32381,       470,         1,     10000,      0.50,     12.50,         0
     32384,       543,         1,     10000,      0.71,     12.50,         0
     32388,       484,         1,     10000,      0.51,     12.50,         0
     32390,       486,         1,     10000,      1.02,     12.50,         0
     32408,       489,         1,     10000,      0.65,     12.50,         0
     32410,       482,         1,     10000,      0.25,     12.50,         0
     32410,       486,         1,     10000,      2.16,     12.50,         0
     32413,       490,         1,     10000,      1.17,     12.50,         0
     32419,       482,         1,     10000,      0.20,     12.50,         0
     32472,       475,         1,     10000,      0.50,     12.50,         0
     32475,       475,         1,     10000,      0.32,     12.50,         0
     32475,       543,         1,     10000,      0.40,     12.50,         0
     32478,       484,         1,     10000,      0.52,     12.50,         0
     32479,       484,         1,     10000,      0.14,     12.50,         0
     32481,       483,         1,     10000,      0.26,     12.50,         0
     32485,       486,         1,     10000,      1.18,     12.50,         0
     32496,       488,         1,     10000,      1.33,     12.50,         0
     32503,       486,         1,     10000,      1.05,     12.50,         0
     32529,       463,         1,     10000,      2.86,     12.50,         0
     32529,       504,         1,     10000,      4.14,     12.50,         0
     32549,       465,         1,     10000,      1.55,     12.50,         0
     32549,       505,         1,     10000,      0.72,     12.50,         0
     32551,       376,         1,     10000,      0.34,     12.50,         0
     32556,       468,         1,     10000,      1.47,     12.50,         0
     32561,       498,         1,     10000,      0.40,     12.50,         0
     32563,       469,         1,     10000,      1.88,     12.50,         0
     32572,       476,         1,     10000,      0.29,     12.50,         0
     32572,       496,         1,     10000,      0.77,     12.50,         0
     32574,       476,         1,     10000,      0.19,     12.50,         0
     32578,       475,         1,     10000,      0.68,     12.50,         0
     32583,       492,         1,     10000,      0.17,     12.50,         0
     32585,       492,         1,     10000,      0.14,     12.50,         0
     32595,       483,         1,     10000,      0.42,     12.50,         0
     32599,       487,         1,     10000,      0.38,     12.50,         0
     32623,       505,         1,     10000,      0.90,     12.50,         0
     32629,       505,         1,     10000,      0.34,     12.50,         0
     32629,       506,         1,     10000,      0.51,     12.50,         0
     32631,       499,         1,     10000,      0.51,     12.50,         0
     32636,       498,         1,     10000,      0.38,     12.50,         0
     32637,       534,         1,     10000,      0.96,     12.50,         0
     32670,       506,         1,     10000,      0.92,     12.50,         0
     32675,       506,         1,     10000,      0.50,     12.50,         0
     32675,       507,         1,     10000,      0.80,     12.50,         0
     32679,       500,         1,     10000,      0.28,     12.50,         0
     32691,       497,         1,     10000,      0.47,     12.50,         0
     32694,       496,         1,     10000,      0.80,     12.50,         0
     32719,       504,         1,     10000,      2.72,     12.50,         0
     32726,       507,         1,     10000,      0.87,     12.50,         0
     32767,       444,         1,     10000,      0.41,     12.50,         0
     32771,       542,         1,     10000,      1.02,     12.50,         0
     32779,       503,         1,     10000,      1.05,     12.50,         0
     32783,       497,         1,     10000,      2.71,     12.50,         0
     32792,       542,         1,     10000,      0.52,     12.50,         0
     32793,       497,         1,     10000,      2.20,     12.50,         0
     32793,       501,         1,     10000,      1.04,     12.50,         0
     32816,       503,         1,     10000,      1.12,     12.50,         0
     32832,       314,         1,     10000,      0.58,     12.50,         0
     32853,       504,         1,     10000,      2.52,     12.50,         0
     32858,       502,         1,     10000,      0.48,     12.50,         0
     32858,       503,         1,     10000,      1.02,     12.50,         0
     32869,       501,         1,     10000,      1.07,     12.50,         0
     32877,       443,         1,     10000,      0.53,     12.50,         0
     32881,       518,         1,     10000,      0.74,     12.50,         0
     32885,       494,         1,     10000,      0.25,     12.50,         0
     32900,       508,         1,     10000,      1.92,     12.50,         0
     32915,       502,         1,     10000,      0.65,     12.50,         0
     32923,       510,         1,     10000,      0.34,     12.50,         0
     32925,       510,         1,     10000,      0.46,     12.50,         0
     32932,       529,         1,     10000,      0.31,     12.50,         0
     32934,       514,         1,     10000,      0.36,     12.50,         0
     32936,       514,         1,     10000,      0.28,     12.50,         0
     32936,       518,         1,     10000,      0.57,     12.50,         0
     32950,       517,         1,     10000,      0.80,     12.50,         0
     32975,       512,         1,     10000,      0.52,     12.50,         0
     32980,       529,         1,     10000,      0.24,     12.50,         0
     32984,       513,         1,     10000,      0.80,     12.50,         0
     32984,       529,         1,     10000,      0.58,     12.50,         0
     32986,       529,         1,     10000,      0.23,     12.50,         0
     32992,       517,         1,     10000,      1.19,     12.50,         0
     32995,       515,         1,     10000,      0.79,     12.50,         0
     33026,       512,         1,     10000,      0.82,     12.50,         0
     33035,       512,         1,     10000,      0.22,     12.50,         0
     33035,       513,         1,     10000,      0.41,     12.50,         0
     33059,       509,         1,     10000,      2.51,     12.50,         0
     33081,       527,         1,     10000,      0.31,     12.50,         0
     33083,       512,         1,     10000,      1.54,     12.50,         0
     33115,       509,         1,     10000,      1.45,     12.50,         0
     33115,       524,         1,     10000,      0.45,     12.50,         0
     33120,       527,         1,     10000,      1.02,     12.50,         0
     33125,       523,         1,     10000,      0.24,     12.50,         0
     33129,       522,         1,     10000,      0.92,     12.50,         0
     33138,       532,         1,     10000,      1.28,     12.50,         0
     33144,       525,         1,     10000,      1.09,     12.50,         0
     33173,       519,         1,     10000,      2.13,     12.50,         0
     33173,       522,         1,     10000,      0.79,     12.50,         0
     33188,       525,         1,     10000,      0.56,     12.50,         0
     33193,       511,         1,     10000,      0.38,     12.50,         0
     33200,       525,         1,     10000,      0.42,     12.50,         0
     33204,       526,         1,     10000,      0.56,     12.50,         0
     33206,       528,         1,     10000,      0.72,     12.50,         0
     33221,       521,         1,     10000,      0.39,     12.50,         0
     33225,       519,         1,     10000,      2.24,     12.50,         0
     33241,       511,         1,     10000,      0.27,     12.50,         0
